,_BatchID,BatchName,BatchPath,ConfigID,Shift,Cell_Name,TestTypeID,LastInsertedRow,StartTime,Heads,BatteryTypeID,BodyTypeID,DomeTypeID,PCATypeID,PCBTypeID,PlacementContractorID,EmployeID,OpticsTypeID,Versions,LotNumber,SubLot,TestID,Capsule_Number,Initial_Capsule_Id_HEX,Capsule_Id_HEX,Test_Counter,ERROR_Code_Number,Capsule_Id,PASS_FAILED,Start_Time,End_time,Test_Time_min,Date,History,Remark,Blister_Id,Fail_Tray,Fail_capsule_position,ERROR_Code_Description,WTC,CQC_num,Capsule_Counter,TP_Cell_Name,DomeCaseGap,LaserPower,StitchArea,MinStitchWidth,LeakTest,year,quarter,week,month,dayweek,DomeCaseGap_spc_orig,LaserPower_spc_orig,MinStitchWidth_spc_orig,StitchArea_spc_orig,LeakTest_spc_orig,DomeCaseGap_spc,LaserPower_spc,MinStitchWidth_spc,StitchArea_spc,LeakTest_spc,BatchId,DomeCaseGap_limit,LaserPower_limit,MinStitchWidth_limit,StitchArea_limit,LeakTest_limit
225,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30941975.0,,,,277355.0,,,Pass      ,08:15:17 AM,08:15:36 AM,00:18,01/06/2023,,,V82GVBA,,0,,,,,11.0,0.204,,99.896,,,2023,2,22,6,5,0.204,,,99.896,,0.1632:0.2448,:,:,79.9168:119.875,:,952422.0,:0.25,,,70:,
226,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30941982.0,,,,277356.0,,,Pass      ,08:15:43 AM,08:16:01 AM,00:18,01/06/2023,,,DLVQCBF,,0,,,,,11.0,0.2,,112.536,,,2023,2,22,6,5,0.2,,,112.536,,0.16:0.24,:,:,90.0288:135.043,:,952422.0,:0.25,,,70:,
227,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30941994.0,,,,277357.0,-185;-181;,,Fail      ,08:16:08 AM,08:16:29 AM,00:20,01/06/2023,,,572GVBH,,0,BiggestNeighborhoodGroup4 - Biggest Neighborhood of dirts that fit group4;NumOfDotsInGroup4 - number of dirt blobs that fit group4;,,,,11.0,0.16,,109.228,,,2023,2,22,6,5,0.16,,,109.228,,0.128:0.192,:,:,87.3824:131.074,:,952422.0,:0.25,,,70:,
228,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942007.0,,,,277358.0,,,Pass      ,08:16:36 AM,08:16:54 AM,00:17,01/06/2023,,,D27RUA2,,0,,,,,11.0,0.2,,104.557,,,2023,2,22,6,5,0.2,,,104.557,,0.16:0.24,:,:,83.6456:125.468,:,952422.0,:0.25,,,70:,
229,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942017.0,,,,277359.0,,,Pass      ,08:17:01 AM,08:17:18 AM,00:17,01/06/2023,,,MZ7RUAG,,0,,,,,11.0,0.147,,103.968,,,2023,2,22,6,5,0.147,,,103.968,,0.1176:0.1764,:,:,83.1744:124.762,:,952422.0,:0.25,,,70:,
230,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942030.0,,,,626652.0,,,Pass      ,08:17:17 AM,08:17:47 AM,00:29,01/06/2023,,,5KXABH2,,0,,,,,12.0,0.169,,103.045,,,2023,2,22,6,5,0.169,,,103.045,,0.1352:0.2028,:,:,82.436:123.654,:,952422.0,:0.25,,,70:,
231,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942039.0,,,,626653.0,,,Pass      ,08:17:55 AM,08:18:14 AM,00:18,01/06/2023,,,DLZTDC5,,0,,,,,12.0,0.156,,109.04,,,2023,2,22,6,5,0.156,,,109.04,,0.1248:0.1872,:,:,87.232:130.848,:,952422.0,:0.25,,,70:,
232,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942042.0,,,,277360.0,,,Pass      ,08:17:56 AM,08:18:26 AM,00:30,01/06/2023,,,M27RUAS,,0,,,,,11.0,0.182,,111.792,,,2023,2,22,6,5,0.182,,,111.792,,0.1456:0.2184,:,:,89.4336:134.15,:,952422.0,:0.25,,,70:,
233,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942048.0,,,,626654.0,,,Pass      ,08:18:21 AM,08:18:39 AM,00:18,01/06/2023,,,D4UHVCQ,,0,,,,,12.0,0.182,,109.078,,,2023,2,22,6,5,0.182,,,109.078,,0.1456:0.2184,:,:,87.2624:130.894,:,952422.0,:0.25,,,70:,
234,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942054.0,,,,277361.0,,,Pass      ,08:18:33 AM,08:18:52 AM,00:18,01/06/2023,,,VKZTDCE,,0,,,,,11.0,0.147,,115.163,,,2023,2,22,6,5,0.147,,,115.163,,0.1176:0.1764,:,:,92.1304:138.196,:,952422.0,:0.25,,,70:,
235,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942063.0,,,,626655.0,,,Pass      ,08:18:47 AM,08:19:05 AM,00:17,01/06/2023,,,5KZTDCN,,0,,,,,12.0,0.164,,106.464,,,2023,2,22,6,5,0.164,,,106.464,,0.1312:0.1968,:,:,85.1712:127.757,:,952422.0,:0.25,,,70:,
236,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942070.0,,,,277362.0,,,Pass      ,08:18:59 AM,08:19:17 AM,00:17,01/06/2023,,,V72GVBR,,0,,,,,11.0,0.164,,113.483,,,2023,2,22,6,5,0.164,,,113.483,,0.1312:0.1968,:,:,90.7864:136.18,:,952422.0,:0.25,,,70:,
237,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942077.0,,,,277363.0,,,Pass      ,08:19:23 AM,08:19:41 AM,00:17,01/06/2023,,,DKVQCBL,,0,,,,,11.0,0.173,,99.898,,,2023,2,22,6,5,0.173,,,99.898,,0.1384:0.2076,:,:,79.9184:119.878,:,952422.0,:0.25,,,70:,
238,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942094.0,,,,626656.0,,,Pass      ,08:19:43 AM,08:20:12 AM,00:29,01/06/2023,,,582GVBJ,,0,,,,,12.0,0.164,,107.564,,,2023,2,22,6,5,0.164,,,107.564,,0.1312:0.1968,:,:,86.0512:129.077,:,952422.0,:0.25,,,70:,
239,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942106.0,,,,626657.0,,,Reburn    ,08:20:20 AM,08:20:38 AM,00:18,01/06/2023,,,VC3PDD6,,0,,,,,12.0,0.169,,104.749,,,2023,2,22,6,5,0.169,,,104.749,,0.1352:0.2028,:,:,83.7992:125.699,:,952422.0,:0.25,,,70:,
240,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942116.0,,,,277364.0,,,Pass      ,08:20:30 AM,08:20:59 AM,00:29,01/06/2023,,,VZ7RUA8,,0,,,,,11.0,0.182,,112.227,,,2023,2,22,6,5,0.182,,,112.227,,0.1456:0.2184,:,:,89.7816:134.672,:,952422.0,:0.25,,,70:,
241,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942126.0,,,,277365.0,,,Pass      ,08:21:06 AM,08:21:24 AM,00:18,01/06/2023,,,D52GVBB,,0,,,,,11.0,0.164,,112.719,,,2023,2,22,6,5,0.164,,,112.719,,0.1312:0.1968,:,:,90.1752:135.263,:,952422.0,:0.25,,,70:,
242,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942136.0,,,,277366.0,,,Pass      ,08:21:32 AM,08:21:50 AM,00:18,01/06/2023,,,MC3PDDE,,0,,,,,11.0,0.156,,102.282,,,2023,2,22,6,5,0.156,,,102.282,,0.1248:0.1872,:,:,81.8256:122.738,:,952422.0,:0.25,,,70:,
243,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942139.0,,,,626658.0,,,Pass      ,08:21:31 AM,08:22:00 AM,00:29,01/06/2023,,,MKZTDC6,,0,,,,,12.0,0.147,,109.765,,,2023,2,22,6,5,0.147,,,109.765,,0.1176:0.1764,:,:,87.812:131.718,:,952422.0,:0.25,,,70:,
244,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942148.0,,,,626659.0,,,Pass      ,08:22:12 AM,08:22:30 AM,00:17,01/06/2023,,,MW7RUAK,,0,,,,,12.0,0.12,,98.221,,,2023,2,22,6,5,0.12,,,98.221,,0.096:0.144,:,:,78.5768:117.865,:,952422.0,:0.25,,,70:,
245,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942155.0,,,,277367.0,,,Pass      ,08:22:26 AM,08:22:54 AM,00:28,01/06/2023,,,DGVQCB6,,0,,,,,11.0,0.173,,99.648,,,2023,2,22,6,5,0.173,,,99.648,,0.1384:0.2076,:,:,79.7184:119.578,:,952422.0,:0.25,,,70:,
246,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942179.0,,,,626660.0,,,Pass      ,08:23:35 AM,08:24:05 AM,00:29,01/06/2023,,,5GZTDC4,,0,,,,,12.0,0.178,,104.772,,,2023,2,22,6,5,0.178,,,104.772,,0.1424:0.2136,:,:,83.8176:125.726,:,952422.0,:0.25,,,70:,
247,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942187.0,,,,626661.0,,,Pass      ,08:24:12 AM,08:24:31 AM,00:18,01/06/2023,,,MKVQCBC,,0,,,,,12.0,0.173,,112.435,,,2023,2,22,6,5,0.173,,,112.435,,0.1384:0.2076,:,:,89.948:134.922,:,952422.0,:0.25,,,70:,
248,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942193.0,,,,277368.0,,,Pass      ,08:24:22 AM,08:24:52 AM,00:29,01/06/2023,,,5F3PDDR,,0,,,,,11.0,0.151,,100.551,,,2023,2,22,6,5,0.151,,,100.551,,0.1208:0.1812,:,:,80.4408:120.661,:,952422.0,:0.25,,,70:,
249,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942201.0,,,,277369.0,,,Pass      ,08:24:59 AM,08:25:16 AM,00:17,01/06/2023,,,VHVQCBK,,0,,,,,11.0,0.156,,109.998,,,2023,2,22,6,5,0.156,,,109.998,,0.1248:0.1872,:,:,87.9984:131.998,:,952422.0,:0.25,,,70:,
250,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942209.0,,,,277370.0,,,Pass      ,08:25:24 AM,08:25:42 AM,00:17,01/06/2023,,,VNZTDCX,,0,,,,,11.0,0.196,,113.637,,,2023,2,22,6,5,0.196,,,113.637,,0.1568:0.2352,:,:,90.9096:136.364,:,952422.0,:0.25,,,70:,
251,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942217.0,,,,626662.0,,,Pass      ,08:25:31 AM,08:26:00 AM,00:28,01/06/2023,,,DPVQCB8,,0,,,,,12.0,0.178,,106.696,,,2023,2,22,6,5,0.178,,,106.696,,0.1424:0.2136,:,:,85.3568:128.035,:,952422.0,:0.25,,,70:,
252,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942233.0,,,,277371.0,,,Pass      ,08:26:29 AM,08:26:58 AM,00:29,01/06/2023,,,MNVQCBV,,0,,,,,11.0,0.098,,95.427,,,2023,2,22,6,5,0.098,,,95.427,,0.0784:0.1176,:,:,76.3416:114.512,:,952422.0,:0.25,,,70:,
253,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942242.0,,,,277372.0,,,Pass      ,08:27:06 AM,08:27:24 AM,00:18,01/06/2023,,,5NZTDC7,,0,,,,,11.0,0.213,,105.458,,,2023,2,22,6,5,0.213,,,105.458,,0.1704:0.2556,:,:,84.3664:126.55,:,952422.0,:0.25,,,70:,
254,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942249.0,,,,626663.0,,,Pass      ,08:27:18 AM,08:27:47 AM,00:29,01/06/2023,,,M57RUA9,,0,,,,,12.0,0.169,,99.828,,,2023,2,22,6,5,0.169,,,99.828,,0.1352:0.2028,:,:,79.8624:119.794,:,952422.0,:0.25,,,70:,
255,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942272.0,,,,626664.0,,,Pass      ,08:28:38 AM,08:29:08 AM,00:29,01/06/2023,,,D57RUAZ,,0,,,,,12.0,0.173,,106.805,,,2023,2,22,6,5,0.173,,,106.805,,0.1384:0.2076,:,:,85.444:128.166,:,952422.0,:0.25,,,70:,
256,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942280.0,,,,626665.0,,,Pass      ,08:29:15 AM,08:29:33 AM,00:17,01/06/2023,,,MPVQCBY,,0,,,,,12.0,0.182,,109.952,,,2023,2,22,6,5,0.182,,,109.952,,0.1456:0.2184,:,:,87.9616:131.942,:,952422.0,:0.25,,,70:,
257,952422.0,230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230601_SB3-AFR-S_SealingCell_FTEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,2,,2023-06-01 07:05:11.040,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30942291.0,,,,277373.0,,,Pass      ,08:29:35 AM,08:30:04 AM,00:29,01/06/2023,,,MNZTDCP,,0,,,,,11.0,0.156,,100.934,,,2023,2,22,6,5,0.156,,,100.934,,0.1248:0.1872,:,:,80.7472:121.121,:,952422.0,:0.25,,,70:,
